"Gene"	"SN_1"	"SN_2"	"SN_3"	"SN_4"	"ON_1"	"ON_2"	"ON_3"	"ON_4"	"SPF_1"	"SPF_2"	"SPF_3"	"SPF_4"	"SPF_5"
"Gm38168"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37740"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm27701"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37723"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36261"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37898"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36467"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37927"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36891"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36929"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38174"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29866"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36950"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20910"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm30598"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20909"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20865"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37462"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37658"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm32347"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm31123"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38370"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38054"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37476"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37369"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38181"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm31335"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37690"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38107"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm31571"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm32114"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37075"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37921"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm32180"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38371"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37657"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37448"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm33163"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21065"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36978"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37721"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37129"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37990"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21366"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm33954"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37538"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21871"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm34274"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm34217"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21469"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21661"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37952"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21907"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37627"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20925"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20926"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37454"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38138"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29740"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37840"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37574"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21768"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37172"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm35670"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20840"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm35955"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37687"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38296"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38290"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38121"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36047"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36345"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37157"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38017"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36468"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21845"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20809"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37434"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37765"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38229"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36866"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm30045"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21921"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37112"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37287"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm30175"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21350"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21412"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37071"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37547"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36968"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38035"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20857"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm30705"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21773"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37451"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37793"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm30858"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21791"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21427"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37875"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37237"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38350"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20858"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm31422"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37798"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37318"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm31572"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21890"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21443"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37346"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm38136"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37991"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37808"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm33571"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm32181"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28662"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28780"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21755"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20895"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28853"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28852"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28855"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28854"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28858"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20890"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28245"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28246"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28247"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28248"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20892"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28249"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28250"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28251"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28243"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28244"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21771"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21476"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29021"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28880"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28452"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21488"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28454"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28878"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28879"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29369"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21506"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29399"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29400"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29401"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20891"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20893"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28799"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28798"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28797"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28796"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20894"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28938"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28937"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28936"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21642"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21804"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29122"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28939"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28983"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28985"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20810"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20811"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28725"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28984"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28987"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28986"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29171"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28129"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28127"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28128"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21853"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28132"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28130"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28131"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21679"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29317"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29316"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29315"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28216"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28217"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28093"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28092"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28091"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28090"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29580"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28089"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28088"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29579"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29582"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21529"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29581"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21539"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29578"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21908"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21780"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28486"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21737"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28487"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28489"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28488"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28491"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28490"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21562"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28298"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21572"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28297"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21753"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21723"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28296"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21821"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28295"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21842"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28170"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21744"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28764"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28762"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28763"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21094"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21588"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28761"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21599"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28765"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21810"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21916"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29191"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21756"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28210"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29074"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28211"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28518"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28519"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28520"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20838"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21626"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28521"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21633"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28522"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21745"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28517"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29532"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29531"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28464"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29656"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29655"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21647"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29653"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29654"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29651"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29652"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29080"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21184"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21201"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29081"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29077"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29076"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29079"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29078"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20853"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29075"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29225"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29226"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29227"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28339"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20855"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29386"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29384"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21896"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29280"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20799"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29279"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28260"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21795"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28261"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28264"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21872"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20798"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28463"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28584"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28585"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20896"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28470"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28469"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21898"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28468"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20898"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29333"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28332"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28333"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28334"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28335"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28336"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28337"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28338"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28812"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28811"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28810"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20835"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29027"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29028"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29029"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29030"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29023"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29024"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29025"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29026"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28213"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28212"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21799"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28227"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20905"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29411"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28222"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21835"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28820"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28223"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29412"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29413"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29671"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21878"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28162"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20922"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20738"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28545"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28547"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28546"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21924"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21735"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28771"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28772"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28773"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20897"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28774"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21732"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28775"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21765"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gapdh-ps15"	0	1	0	0	2	0	3	0	0	0	0	1	0
"Gm28776"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21787"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28770"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20901"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28176"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28786"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29360"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29496"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29497"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29499"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29498"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm36782"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29839"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29495"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28371"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28595"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm37032"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21865"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29433"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29215"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21882"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21801"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28850"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21914"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28617"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28618"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28619"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21852"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20793"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm27466"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28018"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28993"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28994"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21797"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20795"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28596"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20832"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28597"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28428"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20827"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28427"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21800"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28426"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28425"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21729"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28834"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28833"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21774"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29537"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29274"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29275"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29276"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21805"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29645"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28312"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29165"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29042"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28311"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28310"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28504"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28567"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28568"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29286"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm29285"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm28280"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm21241"	0	0	0	0	0	0	0	0	0	0	0	0	0
