"Gene"	"SN_1"	"SN_2"	"SN_3"	"SN_4"	"ON_1"	"ON_2"	"ON_3"	"ON_4"	"SPF_1"	"SPF_2"	"SPF_3"	"SPF_4"	"SPF_5"
"Gm25767"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bloc1s4"	210	390	208	330	293	400	524	268	405	868	655	626	581
"Gm43701"	1	0	1	0	2	0	4	0	1	8	3	2	3
"Mrfap1"	3307	3234	2900	3692	5004	4457	4573	3353	1854	5288	3392	3799	3142
"Man2b2"	424	361	471	362	1038	975	1060	1061	412	1293	1362	1666	1180
"Ppp2r2c"	0	0	1	1	0	46	0	0	22	0	0	1	1
"Ppp2r2cos"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42506"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wfs1"	23	49	35	12	8	9	29	5	25	208	229	295	224
"Jakmip1"	0	0	1	1	24	0	0	0	0	0	0	1	0
"Gm26647"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25551"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm1043"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Crmp1"	0	0	0	3	0	0	0	0	0	1	0	14	0
"Evc"	0	13	0	0	0	0	0	0	0	0	0	0	0
"Gm42935"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Evc2"	12	0	0	0	0	0	0	0	0	0	0	0	1
"Gm15732"	0	0	0	3	0	0	0	0	0	0	0	0	0
"Stk32b"	0	0	0	0	0	0	0	0	0	0	1	0	0
"Cytl1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43763"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Msx1"	0	0	0	4	0	1	9	0	0	0	0	0	0
"Gm20052"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm42505"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43762"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stx18"	457	274	312	335	618	911	818	551	163	832	723	895	625
"Gm42858"	0	17	3	0	3	17	12	7	26	50	20	13	9
"Nsg1"	0	0	0	0	4	0	0	0	2	5	0	0	3
"Zbtb49"	59	45	33	43	82	85	31	36	93	200	150	309	174
"Lyar"	267	377	374	407	539	484	501	344	444	663	384	503	349
"Tmem128"	930	1960	945	1484	1965	1721	1202	1337	1446	2780	2086	2405	2195
"Otop1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm26560"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Drd5"	0	0	0	1	0	0	0	0	0	0	0	0	0
"4930487D11Rik"	0	1	0	0	0	0	0	0	0	0	0	0	0
"Slc2a9"	96	27	57	8	35	63	116	59	54	85	95	107	115
"Gm15796"	1	2	1	3	2	6	6	2	2	1	0	0	0
"Wdr1"	9502	8362	8161	8040	13822	12670	13137	10869	2817	10344	10431	13068	11716
"Gm22249"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930421P07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zfp518b"	2	0	18	6	36	25	10	13	25	78	87	53	61
"Gm22779"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clnk"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Clnkos"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42857"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43453"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43454"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43456"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25505"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5291"	0	0	1	0	0	1	1	1	0	0	1	0	0
"4930421C12Rik"	0	0	0	0	0	0	0	0	1	0	0	0	0
"Gm42524"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930513D17Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25377"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42528"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hs3st1"	204	129	76	176	0	1	0	0	0	0	0	0	0
"Gm7816"	4	4	6	7	1	6	9	4	0	5	1	0	2
"Gm35191"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm2810"	1	0	1	0	2	0	0	0	1	1	0	0	1
"Gm23022"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930519E07Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm4754"	9	17	7	16	15	7	9	11	3	21	2	4	6
"Gm43806"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rab28"	817	684	673	963	991	555	730	431	357	668	556	846	575
"Nkx3-2"	0	0	0	0	0	0	1	0	0	0	0	0	0
"Bod1l"	864	656	573	610	1048	865	569	770	2678	2926	726	1032	1116
"Gm5298"	0	0	1	0	0	1	0	1	0	0	0	0	0
"Mir6414"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20156"	1	0	0	2	0	0	0	0	0	0	0	5	0
"Gm16223"	0	1	0	0	0	0	0	1	7	2	1	0	1
"Gm7181"	0	0	0	1	0	0	0	1	0	0	0	0	0
"Gm5554"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43700"	0	0	0	0	0	0	0	0	0	0	0	0	0
